stock,horizon,target_threshold,best_threshold,test_positive_rate,signal_rate,precision,recall,f1,balanced_accuracy,accuracy,proba_mean,proba_std,proba_min,proba_max,n_test,n_signals,error
AMZN,60,0.02,0.49999999999999994,0.415,0.025,1.0,0.060240963855421686,0.11363636363636363,0.5301204819277109,0.61,0.4243024662696827,0.10655185437066397,0.13020350736056788,0.6470117725914639,200,5,
AMZN,60,0.03,0.44999999999999996,0.38,0.02,0.75,0.039473684210526314,0.075,0.515704584040747,0.63,0.4105294956725248,0.12114866972246727,0.15242841938636642,0.729535787091713,200,4,
AMZN,60,0.05,0.35,0.32,0.0,0.0,0.0,0.0,0.5,0.68,0.2838373921387486,0.08396871410223869,0.1397761287921713,0.5646537486040548,200,0,
AMZN,60,0.07,0.3,0.275,0.0,0.0,0.0,0.0,0.5,0.725,0.23090694270716242,0.09660918373331154,0.06122835214093482,0.48823490251465085,200,0,
META,10,0.02,0.49999999999999994,0.4,0.03,0.0,0.0,0.0,0.475,0.57,0.5039528636638315,0.10930150840579934,0.2977619140413599,0.8677616127639433,200,6,
META,10,0.03,0.49999999999999994,0.345,0.045,0.0,0.0,0.0,0.46564885496183206,0.61,0.4472757642843878,0.13287247524298756,0.22200449546491385,0.8717723411130318,200,9,
META,10,0.05,0.3,0.27,0.0,0.0,0.0,0.0,0.5,0.73,0.3246031149651426,0.17325131927811974,0.13745211721549247,0.8140267886449614,200,0,
META,10,0.07,0.3,0.185,0.0,0.0,0.0,0.0,0.5,0.815,0.14910084481770233,0.09977600354405226,0.05619868415413647,0.5254104933516182,200,0,
META,20,0.02,0.7,0.485,0.19,0.05263157894736842,0.020618556701030927,0.02962962962962963,0.33555199679711745,0.345,0.6424053131691619,0.1349987552366051,0.3337996166714919,0.8591263751000149,200,38,
META,20,0.03,0.6499999999999999,0.46,0.07,0.0,0.0,0.0,0.4351851851851852,0.47,0.5987082227664519,0.12217227482281431,0.36046296985425963,0.7887341802817301,200,14,
META,20,0.05,0.5999999999999999,0.39,0.015,0.0,0.0,0.0,0.48770491803278687,0.595,0.4656183556848841,0.15044829489155392,0.1371796038216023,0.7812308003557067,200,3,
META,20,0.07,0.44999999999999996,0.265,0.0,0.0,0.0,0.0,0.5,0.735,0.34413056656563024,0.2014732758744436,0.059674798249245646,0.8789968203623562,200,0,
META,30,0.02,0.7999999999999998,0.5,0.055,0.18181818181818182,0.02,0.036036036036036036,0.465,0.465,0.7364407354645323,0.1345862020624641,0.1735849672317675,0.9573728321279599,200,11,
META,30,0.03,0.7499999999999999,0.485,0.06,0.0,0.0,0.0,0.441747572815534,0.455,0.7279800729264589,0.13766258081359867,0.2536330192886933,0.9592713691109713,200,12,
META,30,0.05,0.8499999999999999,0.405,0.0,0.0,0.0,0.0,0.5,0.595,0.7162731639084632,0.16168734583000804,0.1979323406474807,0.9766359886546434,200,0,
META,30,0.07,0.5999999999999999,0.33,0.02,0.0,0.0,0.0,0.48507462686567165,0.65,0.5142655133474519,0.1769713671908807,0.19177138706384703,0.9434789079680956,200,4,
META,45,0.02,0.5999999999999999,0.51,0.05,0.8,0.0784313725490196,0.14285714285714285,0.5290116046418567,0.52,0.5638068645702774,0.2237947753111048,0.1964535240681671,0.9715463047365449,200,10,
META,45,0.03,0.5999999999999999,0.48,0.065,0.6923076923076923,0.09375,0.1651376146788991,0.5276442307692308,0.545,0.6303027740492062,0.22939462536537142,0.16178663014448472,0.9849293085135354,200,13,
META,45,0.05,0.5499999999999999,0.38,0.05,0.7,0.09210526315789473,0.16279069767441862,0.533955857385399,0.64,0.5379849660758523,0.20833219415129806,0.18553135316426497,0.9598431525617085,200,10,
META,45,0.07,0.6499999999999999,0.265,0.055,0.18181818181818182,0.03773584905660377,0.0625,0.4882556796303427,0.7,0.5927656235957015,0.22430050755272854,0.08664990676192275,0.9273746241907251,200,11,
META,60,0.02,0.44999999999999996,0.565,0.075,0.3333333333333333,0.04424778761061947,0.078125,0.46465262943749364,0.41,0.7263140087908301,0.18072998310263022,0.2965900622760466,0.9862081106636333,200,15,
META,60,0.03,0.39999999999999997,0.545,0.02,0.0,0.0,0.0,0.47802197802197804,0.435,0.6633745899067064,0.20946520693773832,0.16881143332837645,0.9699570668118832,200,4,
